Customer_ID,Age,Gender,Income,City,Location,Education,Banking_Type,Transactions_Per_Month,Internet_Usage_Score,Credit_Score,Satisfaction_Score
6368,47,F,124636,Delhi,Urban,Non-Graduate,Online,4,3,421,1
6369,50,Male,68747,,,Post-Graduate,Online,10,1,370,5
6370,69,male,27913,,,,Offline,51,4,622,4
6371,26,,95531,Unknown,,,Offline,6,9,389,9
6372,,Female,46727,Chennai,rural,,Online,1,,708,4
6373,64,M,21946,,,,,1,8,521,4
6374,18,,81061,Unknown,,Post-Graduate,Online,7,,537,4
6375,61,F,121719,Surat,,Post-Graduate,Online,16,3,459,4
6376,52,F,86930,Lucknow,urban,Non-Graduate,,24,4,863,9
6377,28,male,81472,Hyderabad,,,Online,4,15,512,2
6378,51,F,133388,Unknown,Urban,Non-Graduate,,16,5,578,8
6379,33,Male,87957,Indore,rural,,,7,7,747,4
6380,26,Male,105839,,urban,Non-Graduate,Online,50,1,823,5
6381,49,Female,125649,Hyderabad,urban,,Online,25,3,751,9
6382,32,Female,39467,Chennai,rural,Post-Graduate,Online,15,1,638,1
6383,29,,126334,Pune,,Non-Graduate,,9,3,522,1
6384,50,Female,44504,Unknown,,Non-Graduate,,11,15,470,2
6385,62,Male,96516,Unknown,Rural,Post-Graduate,,7,15,859,6
6386,31,female,21844,,,Post-Graduate,,53,6,429,0
6387,25,female,54572,Kolkata,Urban,,,39,9,493,2
6388,25,Female,127385,,,,,23,6,502,8
6389,44,Female,104423,Bangalore,rural,,Online,3,8,844,8
6390,29,Male,103813,Nagpur,,Non-Graduate,Online,7,4,322,4
6391,18,male,136354,Hyderabad,rural,,Online,3,5,791,3
6392,60,,122648,,urban,,Online,12,8,803,5
6393,57,F,42975,Surat,Rural,Post-Graduate,Offline,3,1,501,6
6394,59,,39449,,urban,,Offline,7,8,358,9
6395,68,M,139763,Jaipur,rural,,Offline,23,2,507,
6396,28,female,130137,Kolkata,Rural,,Offline,38,6,555,7
6397,56,female,39459,Surat,urban,Post-Graduate,,15,4,582,0
6398,60,Male,86795,Bhopal,,Post-Graduate,,23,,726,3
6399,48,,38604,,,Non-Graduate,Online,58,,857,9
6400,34,Male,140129,Jaipur,Rural,Graduate,Online,42,4,439,6
6401,50,M,145298,Bhopal,urban,Non-Graduate,,5,5,738,0
6402,49,,99395,Bhopal,Urban,Non-Graduate,,41,1,409,2
6403,46,M,129334,Pune,Urban,Non-Graduate,Online,49,4,436,2
6404,38,Female,80140,Lucknow,Urban,Graduate,Online,53,8,790,5
6405,38,,45362,Bhopal,urban,Post-Graduate,,29,9,601,2
6406,57,M,47943,Ahmedabad,urban,Post-Graduate,Online,19,2,720,1
6407,40,F,41319,Mumbai,urban,,,24,6,638,8
6408,-5,F,120751,Jaipur,rural,,Online,23,5,793,6
6409,23,female,121433,Nagpur,Urban,,Online,28,8,875,2
6410,39,F,71050,Delhi,Urban,,,17,8,372,
6411,67,,27697,Hyderabad,Urban,,,9,8,833,9
6412,55,F,108611,Hyderabad,rural,,Offline,-10,,692,0
6413,54,F,73655,Bangalore,rural,,Online,53,1,736,9
6414,62,Female,116896,,urban,Non-Graduate,,17,,345,8
6415,68,female,113696,Pune,Urban,Post-Graduate,,1,4,473,7
6416,,Male,48735,Kolkata,Urban,,,40,15,362,1
6417,25,female,51293,Bhopal,,Graduate,,51,2,740,9
6418,58,female,89485,Bhopal,,Non-Graduate,Offline,9,4,405,0
6419,66,female,96195,Hyderabad,,Graduate,,40,6,562,3
6420,52,M,28010,Nagpur,rural,Graduate,Online,6,4,631,3
6421,68,Male,112305,Chennai,urban,Post-Graduate,,15,5,628,0
6422,28,M,109359,Bangalore,Rural,Graduate,Online,47,3,305,2
6423,41,Female,101936,Kolkata,Urban,Graduate,,6,15,899,6
6424,66,Female,60727,Chennai,,Graduate,,53,2,574,9
6425,38,male,124545,Mumbai,Urban,Graduate,Offline,47,7,354,8
6426,68,male,34787,Pune,Urban,Non-Graduate,,18,6,619,3
6427,19,Female,93442,Mumbai,Urban,Non-Graduate,Online,54,3,764,4
6428,57,Female,137710,,urban,Post-Graduate,,24,,377,8
6429,36,M,131489,Bangalore,Urban,Post-Graduate,,38,9,620,3
6430,56,Female,33303,Delhi,urban,Graduate,,55,6,538,4
6431,45,,86802,Chennai,Rural,,Online,50,5,412,9
6432,34,Male,118782,Pune,Rural,Graduate,,50,8,763,9
6433,23,M,73448,Kolkata,rural,Graduate,,30,2,404,9
6434,36,Female,89513,Kolkata,Urban,Post-Graduate,,19,6,694,0
6435,-5,M,26068,Unknown,,,,58,6,542,
6436,55,M,130040,Bangalore,rural,Post-Graduate,,28,7,656,7
6437,45,F,138962,Indore,rural,Non-Graduate,Offline,23,3,333,0
6438,19,male,51227,Indore,Rural,Post-Graduate,Online,24,6,326,2
6439,55,M,32740,Bangalore,,,Online,52,3,819,5
6440,200,female,108333,Mumbai,Urban,Graduate,Online,27,8,428,
6441,54,,84745,Lucknow,Urban,,,58,5,778,7
6442,68,,27791,Delhi,Rural,Post-Graduate,,13,6,399,4
6443,69,M,20485,,urban,,Online,11,9,750,9
6444,21,female,65048,Jaipur,Rural,Non-Graduate,Online,15,9,821,0
6445,39,,50695,Unknown,,,,30,15,378,8
6446,43,F,57441,Jaipur,urban,Post-Graduate,Online,6,5,716,8
6447,66,Female,20337,Indore,,Graduate,,25,,680,
6448,60,M,110972,,Urban,Post-Graduate,,55,7,546,9
6449,53,F,35092,Surat,urban,Graduate,Online,31,6,712,9
6450,30,Male,76052,Unknown,,,,11,,512,2
6451,69,F,120307,Unknown,Urban,Non-Graduate,,4,4,378,5
6452,49,male,21471,Bhopal,,,Online,15,1,814,1
6453,34,male,141415,Unknown,urban,Post-Graduate,Offline,48,4,380,5
6454,58,Female,71194,Pune,Urban,Post-Graduate,Online,24,2,433,8
6455,53,female,64388,Pune,,,Offline,14,8,376,7
6456,200,Female,113232,Pune,rural,Graduate,,24,2,596,8
6457,63,,136207,Nagpur,urban,Non-Graduate,,23,9,891,8
6458,36,female,92025,Pune,urban,,Online,5,,376,5
6459,52,female,78045,Surat,urban,,Online,47,6,448,6
6460,63,female,139076,Patna,Urban,Non-Graduate,Online,26,5,882,0
6461,57,female,93392,Pune,urban,Post-Graduate,,30,9,752,2
6462,-5,male,114147,,,Non-Graduate,,,2,611,4
6463,45,,81088,Chennai,rural,,Online,42,1,755,3
6464,18,male,94901,,,Non-Graduate,,38,9,649,
6465,59,M,119909,Hyderabad,,Post-Graduate,Offline,48,,707,5
6466,35,,25664,Kolkata,urban,,Online,48,4,832,5
6467,65,male,108859,,rural,,,58,2,632,9
6468,57,Female,111991,Unknown,rural,,Online,51,6,669,0
6469,50,male,139805,Chennai,rural,Post-Graduate,,3,1,468,7
6470,29,,25379,Lucknow,rural,Graduate,Offline,52,15,770,1
6471,25,,129889,Unknown,Rural,Post-Graduate,,18,4,384,7
6472,41,Female,87660,Kolkata,rural,Graduate,,22,15,676,1
6473,33,Male,131725,Surat,urban,Graduate,Offline,51,4,601,9
6474,67,,51536,Surat,rural,Post-Graduate,,28,,352,7
6475,21,male,24991,Lucknow,,Non-Graduate,Online,30,15,578,8
6476,55,Female,92330,Jaipur,Rural,Post-Graduate,,2,7,833,9
6477,61,female,114754,Lucknow,,,Online,9,3,397,2
6478,44,,136134,Delhi,urban,Non-Graduate,Offline,1,15,899,4
6479,26,F,116649,Bangalore,urban,,Online,36,8,421,0
6480,64,female,121610,,rural,,Online,57,2,330,7
6481,33,M,113513,Lucknow,urban,,Offline,21,4,822,0
6482,-5,,48359,Indore,Rural,,Offline,54,8,604,9
6483,29,Female,137060,Lucknow,,,,28,4,785,7
6484,48,female,69302,Bhopal,urban,Graduate,Online,36,5,863,2
6485,41,male,134209,Surat,urban,,,32,,737,
6486,200,male,38043,Jaipur,Rural,Graduate,Online,58,8,836,2
6487,31,,108059,Patna,Urban,,,6,8,888,0
6488,62,Male,29070,Chennai,Urban,Post-Graduate,Offline,-10,5,891,9
6489,42,F,92735,Indore,Rural,Post-Graduate,,23,6,343,6
6490,51,,104239,Mumbai,urban,,Online,6,9,705,6
6491,20,Female,104803,Nagpur,Rural,,,,2,440,3
6492,41,female,34133,Kolkata,Rural,,Online,22,3,673,6
6493,,F,76955,Indore,Urban,Graduate,,31,15,318,
6494,59,Male,48571,,rural,Graduate,Online,19,9,741,3
6495,26,,46991,Ahmedabad,urban,,,8,3,519,4
6496,43,M,136203,Jaipur,,,Online,8,5,704,5
6497,37,F,97115,,Rural,,Offline,20,3,453,1
6498,57,Male,69741,Indore,Urban,,Offline,24,,596,3
6499,27,,118891,,rural,Post-Graduate,Online,13,4,553,3
6500,36,,104539,Chennai,urban,Post-Graduate,Online,,3,803,2
6501,20,Female,41871,Nagpur,Rural,Graduate,Online,41,,469,5
6502,41,,26223,Bangalore,Urban,,Online,53,4,562,7
6503,22,M,34197,Jaipur,Rural,Post-Graduate,,51,1,645,2
6504,20,,94923,Bhopal,,,Online,7,8,740,1
6505,44,male,122657,Unknown,urban,Non-Graduate,Offline,-10,,741,2
6506,33,Male,112438,,urban,Non-Graduate,,52,15,323,0
6507,66,male,100375,Pune,urban,,Offline,8,7,828,5
6508,32,,83196,Ahmedabad,urban,Graduate,,27,6,569,0
6509,52,M,120909,Bhopal,Urban,Non-Graduate,,43,7,431,6
6510,29,Male,120842,Chennai,,,Offline,3,8,507,
6511,58,Male,99432,Bhopal,Rural,,Online,17,1,860,8
6512,,,61525,Nagpur,Urban,,Online,5,7,583,0
6513,61,M,36198,Lucknow,rural,Non-Graduate,,38,9,352,9
6514,43,Female,54524,,urban,Post-Graduate,Online,,4,804,5
6515,64,Male,114187,Kolkata,urban,,,47,2,823,4
6516,51,M,118172,Kolkata,Rural,Graduate,Offline,9,1,784,2
6517,40,F,119664,Indore,urban,,Offline,51,8,412,0
6518,48,male,112680,Delhi,urban,,,6,9,895,9
6519,67,Male,104293,Delhi,Rural,,Offline,8,15,496,3
6520,37,F,119499,Surat,,Post-Graduate,,44,3,661,1
6521,29,Male,38515,Unknown,Urban,,Online,26,8,485,9
6522,40,Female,126313,,,,,48,8,746,2
6523,21,,145768,Indore,Rural,Non-Graduate,Online,20,15,822,8
6524,40,M,42027,Jaipur,urban,Post-Graduate,Online,26,1,724,4
6525,65,Male,33792,Kolkata,urban,Post-Graduate,Online,58,8,737,8
6526,200,M,144447,Hyderabad,,Non-Graduate,Online,54,2,760,9
6527,65,female,101313,,rural,Graduate,Online,3,2,474,3
6528,18,Male,105330,Surat,Urban,,Offline,48,4,329,5
6529,,Female,52544,Indore,urban,Graduate,Online,58,,645,8
6530,42,Female,104287,Pune,Rural,Non-Graduate,,25,7,436,8
6531,19,,116559,Indore,,Non-Graduate,Online,15,2,737,4
6532,47,,105263,,Urban,Non-Graduate,Online,11,5,638,2
6533,20,F,133329,Lucknow,rural,Non-Graduate,Offline,32,4,624,6
6534,38,Female,43665,Bhopal,urban,,,32,6,422,6
6535,42,M,51126,Mumbai,,Non-Graduate,,6,3,396,7
6536,37,female,39481,Delhi,urban,Graduate,,2,9,483,5
6537,66,Female,111372,Unknown,,Non-Graduate,Online,23,1,514,1
6538,69,Male,119637,Kolkata,rural,Graduate,,29,8,311,1
6539,39,Female,149707,,Rural,Non-Graduate,,7,6,721,1
6540,38,female,147208,Patna,Rural,Non-Graduate,Offline,30,4,587,4
6541,50,M,43549,Hyderabad,Urban,,Offline,16,9,453,7
6542,69,Male,131140,Lucknow,urban,Non-Graduate,Online,1,1,777,8
6543,55,F,88872,Jaipur,urban,,,13,9,466,1
6544,32,F,93693,Unknown,urban,,Offline,36,2,654,5
6545,63,F,72236,Jaipur,Rural,,Online,1,6,511,5
6546,69,,83983,Lucknow,Urban,,,22,15,871,7
6547,32,Male,56155,Pune,Rural,,,37,8,743,1
6548,63,F,57481,Indore,,Non-Graduate,Offline,29,2,851,8
6549,42,,142493,Patna,urban,,,16,5,804,4
6550,38,Female,117103,Patna,,Non-Graduate,Offline,51,,358,0
6551,41,Male,123405,,rural,,Offline,44,,688,8
6552,22,Male,87967,Patna,,Post-Graduate,,9,4,769,8
6553,23,Male,119320,Bhopal,,,Offline,25,5,427,2
6554,66,male,102561,Nagpur,,Graduate,,38,,813,4
6555,60,,40446,,Rural,,Online,22,4,852,3
6556,65,M,28507,Pune,,Post-Graduate,Online,41,3,365,2
6557,61,male,145183,Chennai,urban,,,2,4,588,4
6558,64,male,53208,Pune,Urban,Non-Graduate,,1,15,752,4
6559,40,male,37522,Delhi,rural,Non-Graduate,Online,10,5,421,5
6560,21,M,67402,Unknown,urban,Non-Graduate,,35,1,849,4
6561,44,male,45490,Indore,Urban,Post-Graduate,Online,24,15,328,7
6562,35,F,58011,,urban,Non-Graduate,,50,4,404,1
6563,38,Male,55071,Lucknow,,,,24,15,663,1
6564,45,Male,67754,Delhi,rural,,Online,44,9,785,0
6565,52,,115949,Delhi,urban,,Offline,47,8,349,3
6566,39,Female,65102,Chennai,rural,,,46,5,879,6
6567,57,female,34040,,Rural,,,10,3,370,6
6568,40,F,124254,Bhopal,Rural,Non-Graduate,Online,38,2,685,5
6569,20,M,27046,Ahmedabad,,,Offline,20,8,746,6
6570,57,female,59374,Delhi,,,Online,52,8,474,6
6571,67,Male,56189,Jaipur,Rural,,,12,5,840,9
6572,27,male,131738,Delhi,urban,,Online,,15,744,0
6573,42,,103998,Surat,Urban,Post-Graduate,Online,23,15,402,1
6574,69,,124407,Nagpur,Urban,,,23,7,665,8
6575,66,Female,106070,Delhi,Rural,Post-Graduate,Online,9,1,332,6
6576,25,Female,54968,Unknown,Urban,Graduate,,4,6,569,6
6577,200,Male,40935,Bhopal,urban,Post-Graduate,Online,29,,589,
6578,28,F,75581,Kolkata,Urban,,,27,15,458,6
6579,22,,126531,,Urban,,Online,29,9,731,7
6580,62,female,29009,Bangalore,Rural,,,57,15,753,0
6581,,Female,66989,Nagpur,rural,Non-Graduate,Online,4,7,581,7
6582,200,Male,66876,Nagpur,rural,Post-Graduate,,2,5,415,5
6583,54,F,87482,Kolkata,urban,,,7,6,331,7
6584,-5,Male,56724,Pune,rural,Graduate,Online,57,7,681,0
6585,62,Male,130847,Kolkata,,Graduate,,43,6,628,2
6586,55,F,71377,Bangalore,Rural,Post-Graduate,Online,48,5,444,3
6587,46,F,126019,Unknown,rural,Non-Graduate,Online,42,2,849,
6588,22,F,88861,Kolkata,Urban,Graduate,Online,47,15,492,2
6589,26,Male,28699,Ahmedabad,rural,Non-Graduate,Online,34,3,704,9
6590,65,Female,23745,Patna,Rural,Post-Graduate,,12,4,313,1
6591,19,M,130612,Delhi,Urban,,,27,5,510,5
6592,18,M,64837,Unknown,Urban,Non-Graduate,,54,1,499,5
6593,57,Male,50794,Hyderabad,Rural,Graduate,,22,,746,1
6594,68,Male,110080,Hyderabad,urban,Non-Graduate,Online,15,7,403,1
6595,47,Female,41198,Pune,urban,,,43,8,580,6
6596,28,F,77803,Indore,Rural,,Offline,10,7,829,0
6597,45,Male,140791,Mumbai,Rural,Graduate,,35,5,771,3
6598,61,,33489,Jaipur,Rural,Non-Graduate,Online,40,1,436,0
6599,29,male,70557,Chennai,Urban,Non-Graduate,Online,53,9,517,8
6600,56,F,81439,Hyderabad,Urban,,Online,20,2,322,1
6601,43,,131652,Chennai,Rural,Graduate,Online,32,,781,3
6602,30,Male,42474,Patna,Urban,Non-Graduate,Online,20,1,531,9
6603,25,male,76439,Jaipur,,Post-Graduate,,5,2,466,8
6604,,,103956,Surat,Rural,,Online,29,4,872,1
6605,45,female,75186,Bhopal,Urban,Graduate,,27,2,529,1
6606,47,Female,88213,Hyderabad,urban,,Offline,26,6,390,7
6607,26,male,75296,Pune,Rural,Graduate,Online,11,8,897,4
6608,56,Male,54512,,Rural,Post-Graduate,Online,29,9,677,1
6609,48,M,96711,Ahmedabad,Rural,Post-Graduate,Offline,,8,726,
6610,38,,128854,Bangalore,rural,,,44,15,708,3
6611,-5,Male,127727,Hyderabad,Rural,,Offline,20,8,584,9
6612,64,M,21177,Pune,urban,,Online,43,9,449,7
6613,51,Female,20761,,Urban,,Online,6,8,376,7
6614,200,Female,123082,Indore,Rural,Post-Graduate,,8,2,385,4
6615,48,F,26458,Delhi,,,Online,45,7,540,2
6616,69,,79698,Pune,Urban,Post-Graduate,,47,3,393,4
6617,42,F,74775,Kolkata,urban,,,2,1,455,9
6618,29,M,73866,Mumbai,rural,,,55,,410,8
6619,18,M,40110,Delhi,urban,Post-Graduate,,27,9,468,6
6620,200,Female,128039,Patna,rural,,,38,8,724,5
6621,39,male,113789,Indore,Urban,Graduate,,20,6,447,2
6622,57,M,103853,Bangalore,rural,Non-Graduate,Online,30,2,350,9
6623,54,M,146048,Delhi,Urban,Post-Graduate,Online,29,15,459,0
6624,64,,138249,,urban,,Online,2,1,616,0
6625,18,male,81446,Mumbai,urban,,,15,,402,2
6626,18,F,48433,Kolkata,rural,Non-Graduate,,33,6,640,8
6627,59,F,92715,Bangalore,,Post-Graduate,,11,5,513,5
6628,,M,34849,,urban,Graduate,Online,40,2,643,3
6629,59,,146897,Chennai,rural,Graduate,Online,24,1,768,6
6630,38,F,89980,Surat,Rural,,Offline,41,3,566,3
6631,32,F,88500,Indore,Urban,,,15,5,885,5
6632,34,female,61990,Mumbai,Rural,,Online,5,9,311,3
6633,39,,79891,Patna,Rural,Post-Graduate,Online,9,8,652,7
6634,55,F,79866,Jaipur,Rural,Graduate,,4,9,336,0
6635,52,Female,98347,Indore,rural,Graduate,Online,27,5,748,4
6636,62,Male,95603,Mumbai,urban,,,42,4,636,8
6637,33,M,59992,Patna,Rural,,Online,4,3,441,8
6638,25,M,143469,Mumbai,rural,,Online,37,3,339,0
6639,64,Female,85097,Bangalore,urban,Graduate,Online,51,15,803,1
6640,34,Male,96008,,Urban,,Offline,53,4,579,3
6641,34,Male,100662,Ahmedabad,urban,,Online,13,15,637,1
6642,,Female,23101,Chennai,urban,,,21,5,571,6
6643,43,male,46990,,Rural,,,11,,862,8
6644,30,male,122201,Lucknow,rural,Graduate,Online,12,7,315,7
6645,34,Male,89214,Indore,,Graduate,,14,9,357,1
6646,55,male,54611,Patna,Urban,Graduate,Online,45,15,495,2
6647,34,male,81495,Lucknow,rural,,,58,4,525,
6648,65,male,116265,Surat,Rural,Post-Graduate,,36,5,460,4
6649,31,Male,71090,Patna,rural,,Online,13,5,885,8
6650,62,male,145074,Hyderabad,,Non-Graduate,Offline,59,4,356,3
6651,23,M,114571,,Urban,,,5,3,502,1
6652,52,female,35958,Unknown,urban,Non-Graduate,Offline,21,7,367,7
6653,63,Male,143132,Indore,Urban,,,9,5,572,5
6654,31,Female,109786,Lucknow,,Non-Graduate,Online,33,2,624,3
6655,64,male,92619,Unknown,Urban,,Online,44,9,779,1
6656,25,F,85256,Jaipur,Urban,Post-Graduate,Online,55,1,557,8
6657,32,Male,107292,Ahmedabad,Rural,Graduate,Offline,17,4,504,0
6658,,,87002,Mumbai,urban,,,27,15,824,3
6659,44,Female,69887,Ahmedabad,,Graduate,,1,7,459,9
6660,30,female,20339,Bangalore,Rural,Non-Graduate,Online,51,8,656,6
6661,66,M,130083,Mumbai,Urban,,Offline,5,,468,8
6662,48,,70528,Chennai,Urban,,,12,15,703,2
6663,,Female,106639,Lucknow,rural,,Online,25,15,486,7
6664,-5,male,102624,Ahmedabad,Rural,Non-Graduate,Online,25,6,556,7
6665,52,F,89260,Bhopal,,Non-Graduate,Online,12,7,730,7
6666,23,male,126493,Bhopal,,Graduate,Offline,11,9,386,7
6667,22,Female,73570,,,Non-Graduate,,30,6,504,3
6668,39,Male,41643,Delhi,,Post-Graduate,Online,48,7,432,
6669,66,,80252,Surat,Urban,,Online,27,2,654,1
6670,40,F,144854,Bhopal,Urban,Post-Graduate,,17,7,621,6
6671,42,,111580,Patna,Rural,Post-Graduate,,30,7,353,8
6672,51,,30334,Ahmedabad,urban,Graduate,Online,3,2,761,4
6673,43,F,118856,Ahmedabad,,Non-Graduate,Online,11,5,632,
6674,64,Female,121795,,Urban,Graduate,,49,4,500,5
6675,22,female,82977,Ahmedabad,Rural,,Online,33,7,571,3
6676,43,female,20789,Hyderabad,,Graduate,,47,4,695,2
6677,37,male,53941,Kolkata,urban,Post-Graduate,,9,9,477,6
6678,23,Female,20552,,,Graduate,Online,18,9,396,6
6679,23,F,39806,Indore,rural,Non-Graduate,Offline,1,5,896,3
6680,67,Female,56979,Chennai,,Graduate,Online,6,8,762,3
6681,35,F,28823,Patna,rural,Non-Graduate,Online,34,3,889,6
6682,21,,51980,Bhopal,urban,Post-Graduate,,5,4,694,3
6683,34,male,134957,Ahmedabad,rural,Non-Graduate,Online,3,2,445,6
6684,31,Male,20860,Lucknow,urban,Non-Graduate,,26,15,862,3
6685,31,,20290,Indore,Rural,Non-Graduate,,37,3,516,5
6686,30,Male,62417,Jaipur,rural,Non-Graduate,,40,4,547,0
6687,24,Female,99880,Patna,,,,6,9,877,4
6688,61,F,25870,Bangalore,,,Offline,11,4,383,5
6689,200,Male,53397,,Rural,,,11,1,740,7
6690,32,,125311,Unknown,Urban,Graduate,Online,43,2,709,1
6691,36,F,36186,Ahmedabad,urban,,,40,7,757,0
6692,60,male,124247,,Urban,,Online,38,2,799,
6693,64,,135162,,Urban,Non-Graduate,,16,15,802,5
6694,61,Female,117801,Indore,Rural,Graduate,,20,3,403,1
6695,52,F,41016,Hyderabad,Rural,Graduate,Offline,20,15,393,
6696,34,Female,89616,Jaipur,rural,Post-Graduate,,26,,305,
6697,52,F,98508,Nagpur,rural,Non-Graduate,,58,3,781,6
6698,36,,87296,Bhopal,rural,,Offline,35,8,611,
6699,37,female,31274,,rural,Post-Graduate,Online,40,7,797,7
6700,53,female,123012,Hyderabad,rural,Post-Graduate,,45,1,858,0
6701,52,F,43304,Bangalore,,,,42,8,318,0
6702,49,male,97702,Hyderabad,Rural,Graduate,Online,25,3,302,
6703,65,Female,88934,Delhi,urban,Non-Graduate,Offline,30,5,440,0
6704,61,M,116161,Kolkata,urban,Non-Graduate,,40,7,893,0
6705,57,F,67698,Delhi,urban,,Online,25,3,427,6
6706,41,F,96051,Mumbai,urban,Non-Graduate,Online,10,8,674,8
6707,34,female,34705,Unknown,urban,,,45,8,724,7
6708,24,Male,56329,Pune,,Post-Graduate,,57,9,306,9
6709,60,,79736,Pune,Rural,Post-Graduate,,35,6,833,2
6710,67,female,72996,Lucknow,rural,,,27,2,330,3
6711,18,Female,30607,Unknown,rural,Non-Graduate,Online,,8,894,9
6712,52,female,72956,Indore,rural,Graduate,Online,4,,318,4
6713,49,M,50006,Mumbai,Rural,,Offline,,2,346,2
6714,53,male,98554,Kolkata,Rural,,Online,16,9,442,5
6715,30,,95352,Pune,,Post-Graduate,Offline,29,2,755,9
6716,23,M,136196,Surat,,Graduate,Online,35,7,349,
6717,31,male,40494,Pune,rural,Graduate,Online,21,3,808,0
6718,54,M,41237,Hyderabad,Rural,Non-Graduate,,41,1,828,2
6719,65,,92367,Lucknow,rural,Graduate,Online,31,8,845,5
6720,32,female,60963,Lucknow,,Non-Graduate,Offline,19,15,597,4
6721,64,M,50541,Hyderabad,rural,,Offline,44,7,768,0
6722,21,female,23447,Pune,,,,38,3,584,4
6723,57,,131984,Kolkata,Urban,,,32,1,671,4
6724,33,female,91120,Nagpur,urban,Non-Graduate,Online,4,,817,0
6725,45,Female,47156,Pune,Urban,Non-Graduate,Online,14,4,323,6
6726,33,female,56559,Lucknow,rural,Non-Graduate,Offline,1,5,447,9
6727,21,Male,41465,Kolkata,rural,,,40,3,638,8
6728,62,M,62120,Bangalore,Rural,Non-Graduate,Online,19,5,479,7
6729,43,,102753,Jaipur,urban,,,48,1,899,8
6730,45,F,133002,,,,,32,7,390,1
6731,49,F,30190,Surat,rural,Post-Graduate,Online,-10,2,865,3
6732,62,F,83394,Kolkata,,Post-Graduate,,8,5,546,9
6733,19,,25335,Bhopal,,,Online,5,,886,2
6734,48,Male,74639,Mumbai,,,Offline,8,2,819,6
6735,20,female,91796,,Urban,Graduate,,49,8,804,8
6736,,M,45778,Bangalore,,Non-Graduate,,6,3,567,3
6737,25,male,101141,Mumbai,Rural,,Online,35,1,856,2
6738,41,male,38559,Chennai,Urban,Graduate,,53,6,670,2
6739,32,,62341,Delhi,Urban,Post-Graduate,,52,15,740,6
6740,60,Female,40557,Kolkata,rural,,Online,,8,495,8
6741,48,Male,121092,Pune,urban,Graduate,,-10,7,656,0
6742,26,M,142148,Patna,urban,Post-Graduate,,11,6,559,6
6743,56,female,63781,,rural,,Online,13,5,714,9
6744,62,F,130673,Lucknow,urban,Non-Graduate,Online,25,8,459,6
6745,19,Male,110453,Hyderabad,,Non-Graduate,,51,,723,6
6746,25,Male,111473,Patna,Rural,Graduate,,29,4,658,8
6747,24,M,117074,,,Post-Graduate,Online,55,7,612,4
6748,-5,,92257,Pune,urban,Graduate,Online,20,2,417,8
6749,61,female,40575,Pune,urban,Post-Graduate,Online,35,9,732,8
6750,68,,92848,Kolkata,Rural,Post-Graduate,Offline,26,8,553,2
6751,56,,142875,Mumbai,Urban,Non-Graduate,,51,4,891,5
6752,59,Female,133216,Nagpur,Urban,,Online,20,7,726,3
6753,33,,24616,Nagpur,Rural,,Online,39,1,876,0
6754,52,female,84908,Hyderabad,Urban,,Offline,43,5,585,0
6755,47,Female,53763,Chennai,urban,Post-Graduate,,41,2,791,3
6756,27,Female,53124,Lucknow,Urban,Non-Graduate,,47,2,737,6
6757,55,F,110297,Bhopal,urban,Post-Graduate,Online,44,2,501,3
6758,35,F,87229,Hyderabad,rural,,Offline,44,2,580,8
6759,67,M,22590,Chennai,,Non-Graduate,Offline,6,5,679,5
6760,22,female,50870,Surat,Urban,Post-Graduate,,17,4,627,2
6761,,,29534,Patna,rural,,Online,56,1,744,5
6762,46,Female,27921,Bangalore,Urban,,,50,15,335,7
6763,56,M,21691,Nagpur,rural,,Online,27,6,852,9
6764,51,Female,62042,Bangalore,Rural,,,41,3,842,1
6765,60,Male,71209,Ahmedabad,rural,Post-Graduate,Online,43,8,879,0
6766,62,male,88440,Patna,urban,,Offline,19,2,461,6
6767,40,male,129691,Nagpur,Rural,Graduate,Online,42,8,819,3
6768,22,Female,73603,,Rural,,,32,6,867,3
6769,47,M,64377,Chennai,urban,,,43,5,566,9
6770,23,F,59705,Unknown,Urban,Non-Graduate,,23,,770,0
6771,-5,female,116492,Bangalore,Rural,,Offline,38,6,369,9
6772,63,Female,38764,Jaipur,Urban,Post-Graduate,Online,41,6,885,5
6773,61,Female,93744,Pune,,,Online,31,4,366,8
6774,21,female,35783,Indore,rural,,Online,16,1,439,7
6775,46,,28515,Indore,rural,,Offline,59,2,822,1
6776,40,F,22070,Pune,urban,Post-Graduate,,3,8,841,4
6777,23,Female,102850,Mumbai,urban,Post-Graduate,Online,16,9,536,4
6778,49,Male,131050,Delhi,rural,,,50,4,551,5
6779,59,F,33771,Hyderabad,,Post-Graduate,,51,15,433,
6780,35,Male,116776,Delhi,urban,,Online,16,8,451,3
6781,32,male,84206,Delhi,,,,4,,505,6
6782,57,female,131148,Patna,urban,,Online,5,6,810,6
6783,49,F,103364,Chennai,Rural,Graduate,Online,54,15,750,2
6784,26,,130532,Hyderabad,Urban,,Offline,28,1,456,0
6785,54,F,110514,Nagpur,rural,Non-Graduate,Offline,23,6,514,
6786,27,M,138090,Bangalore,Urban,,Offline,42,7,671,7
6787,37,M,40936,Hyderabad,rural,,Online,19,1,427,4
6788,23,female,111618,,urban,,Online,25,15,605,4
6789,65,,37905,Chennai,Urban,Post-Graduate,,19,9,623,0
6790,-5,F,23098,Delhi,,Graduate,,3,6,634,1
6791,20,male,47020,Patna,urban,Non-Graduate,Online,8,8,450,6
6792,59,,77272,Nagpur,Rural,Graduate,,26,8,407,5
